X,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,-7.200000e-01,1.000000e-03
0,2.80e+00,1.72e+00,
1,3.00e+00,1.60e+00,
2,2.92e+00,1.64e+00,
3,3.12e+00,1.84e+00,
4,3.04e+00,1.80e+00,
5,3.24e+00,1.92e+00,
6,3.16e+00,1.80e+00,
7,3.36e+00,1.96e+00,
8,3.28e+00,1.96e+00,
9,3.44e+00,1.80e+00,
10,3.40e+00,1.88e+00,
11,3.56e+00,1.68e+00,
12,3.48e+00,1.68e+00,
13,3.68e+00,1.80e+00,
14,3.52e+00,1.80e+00,
15,3.72e+00,1.64e+00,
16,3.68e+00,1.64e+00,
17,3.84e+00,1.92e+00,
18,3.76e+00,1.92e+00,
19,3.96e+00,1.84e+00,
20,3.88e+00,1.84e+00,
21,4.04e+00,1.96e+00,
22,3.92e+00,1.92e+00,
23,4.08e+00,2.04e+00,
24,4.00e+00,2.04e+00,
25,4.20e+00,1.92e+00,
26,4.12e+00,2.00e+00,
27,4.28e+00,2.16e+00,
28,4.16e+00,2.04e+00,
29,4.32e+00,2.16e+00,
30,4.24e+00,2.04e+00,
31,4.40e+00,2.20e+00,
32,4.28e+00,2.20e+00,
33,4.44e+00,2.08e+00,
34,4.36e+00,2.16e+00,
35,4.52e+00,2.28e+00,
36,4.40e+00,2.20e+00,
37,4.56e+00,2.32e+00,
38,4.48e+00,2.24e+00,
39,4.56e+00,2.32e+00,
40,4.48e+00,2.28e+00,
41,4.60e+00,2.40e+00,
42,4.64e+00,2.28e+00,
43,4.52e+00,2.40e+00,
44,4.48e+00,2.44e+00,
45,4.64e+00,2.28e+00,
46,4.52e+00,2.44e+00,
47,4.68e+00,2.36e+00,
48,4.60e+00,2.40e+00,
49,4.68e+00,2.52e+00,
50,4.60e+00,2.52e+00,
51,4.68e+00,2.36e+00,
52,4.68e+00,2.48e+00,
53,4.52e+00,2.56e+00,
54,4.64e+00,2.56e+00,
55,4.52e+00,2.48e+00,
56,4.52e+00,2.52e+00,
57,4.64e+00,2.60e+00,
58,4.64e+00,2.52e+00,
59,4.48e+00,2.64e+00,
60,4.56e+00,2.52e+00,
61,4.48e+00,2.68e+00,
62,4.56e+00,2.60e+00,
63,4.40e+00,2.68e+00,
64,4.40e+00,2.60e+00,
65,4.52e+00,2.68e+00,
66,4.44e+00,2.64e+00,
67,4.36e+00,2.76e+00,
68,4.40e+00,2.76e+00,
69,4.28e+00,2.64e+00,
70,4.32e+00,2.68e+00,
71,4.24e+00,2.80e+00,
72,4.28e+00,2.72e+00,
73,4.16e+00,2.80e+00,
74,4.20e+00,2.80e+00,
75,4.04e+00,2.72e+00,
76,4.16e+00,2.88e+00,
77,4.00e+00,2.72e+00,
78,4.08e+00,2.76e+00,
79,3.92e+00,2.88e+00,
80,3.96e+00,2.76e+00,
81,3.80e+00,2.92e+00,
82,3.88e+00,2.84e+00,
83,3.76e+00,2.92e+00,
84,3.80e+00,2.92e+00,
85,3.64e+00,2.84e+00,
86,3.72e+00,2.92e+00,
87,3.52e+00,2.88e+00,
88,3.60e+00,2.88e+00,
89,3.44e+00,3.00e+00,
90,3.48e+00,3.00e+00,
91,3.32e+00,2.88e+00,
92,3.44e+00,2.84e+00,
93,3.16e+00,3.04e+00,
94,3.32e+00,2.92e+00,
95,3.08e+00,3.04e+00,
96,3.20e+00,3.04e+00,
97,2.96e+00,2.96e+00,
98,3.08e+00,2.96e+00,
99,2.88e+00,3.04e+00,
100,2.96e+00,3.00e+00,
101,2.80e+00,3.12e+00,
102,2.84e+00,3.12e+00,
103,2.68e+00,3.00e+00,
104,2.72e+00,3.12e+00,
105,2.56e+00,3.00e+00,
106,2.60e+00,3.08e+00,
107,2.44e+00,3.16e+00,
108,2.52e+00,3.16e+00,
109,2.28e+00,3.00e+00,
110,2.40e+00,3.16e+00,
111,2.20e+00,3.08e+00,
112,2.28e+00,3.16e+00,
113,2.08e+00,3.08e+00,
114,2.16e+00,3.12e+00,
115,1.96e+00,3.24e+00,
116,2.04e+00,3.20e+00,
117,1.84e+00,2.96e+00,
118,1.92e+00,3.04e+00,
119,1.72e+00,2.92e+00,
120,1.80e+00,3.04e+00,
121,1.64e+00,2.84e+00,
122,1.68e+00,2.88e+00,
123,1.52e+00,3.16e+00,
124,1.64e+00,3.16e+00,
125,1.44e+00,3.00e+00,
126,1.52e+00,3.00e+00,
127,1.36e+00,3.16e+00,
128,1.40e+00,3.16e+00,
129,1.24e+00,2.84e+00,
130,1.32e+00,2.92e+00,
131,1.20e+00,2.84e+00,
132,1.20e+00,2.92e+00,
133,1.08e+00,2.84e+00,
134,1.16e+00,2.88e+00,
135,1.00e+00,2.76e+00,
136,1.08e+00,2.88e+00,
137,9.60e-01,2.72e+00,
138,1.00e+00,2.80e+00,
139,8.80e-01,2.72e+00,
140,9.20e-01,2.72e+00,
141,8.40e-01,2.80e+00,
142,8.80e-01,2.76e+00,
143,7.60e-01,2.64e+00,
144,8.00e-01,2.68e+00,
145,7.20e-01,2.60e+00,
146,8.00e-01,2.60e+00,
147,6.40e-01,2.68e+00,
148,7.60e-01,2.64e+00,
149,6.00e-01,2.52e+00,
150,6.00e-01,2.64e+00,
151,6.80e-01,2.52e+00,
152,6.80e-01,2.56e+00,
153,5.20e-01,2.48e+00,
154,5.20e-01,2.48e+00,
155,6.40e-01,2.56e+00,
156,6.40e-01,2.56e+00,
157,5.20e-01,2.40e+00,
158,6.40e-01,2.52e+00,
159,4.80e-01,2.40e+00,
160,5.20e-01,2.48e+00,
161,6.00e-01,2.36e+00,
162,6.40e-01,2.44e+00,
163,4.80e-01,2.32e+00,
164,6.40e-01,2.40e+00,
165,5.20e-01,2.28e+00,
166,6.40e-01,2.40e+00,
167,5.20e-01,2.28e+00,
168,5.20e-01,2.32e+00,
169,6.80e-01,2.24e+00,
170,6.00e-01,2.32e+00,
171,6.80e-01,2.24e+00,
172,6.00e-01,2.32e+00,
173,7.60e-01,2.16e+00,
174,7.60e-01,2.28e+00,
175,6.40e-01,2.16e+00,
176,7.20e-01,2.28e+00,
177,8.00e-01,2.12e+00,
178,7.60e-01,2.28e+00,
179,8.80e-01,2.12e+00,
180,7.60e-01,2.20e+00,
181,9.20e-01,2.12e+00,
182,8.40e-01,2.20e+00,
183,1.00e+00,2.04e+00,
184,9.60e-01,2.16e+00,
185,1.08e+00,2.04e+00,
