X,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,-2.945000e+01,5.000000e-02
0,4.68e+00,2.96e+00,
1,4.80e+00,3.80e+00,
2,4.72e+00,3.76e+00,
3,4.88e+00,2.92e+00,
4,4.72e+00,3.76e+00,
5,4.88e+00,3.00e+00,
6,4.88e+00,3.76e+00,
7,4.68e+00,2.92e+00,
8,4.88e+00,3.76e+00,
9,4.72e+00,2.96e+00,
10,4.72e+00,3.76e+00,
11,4.88e+00,2.92e+00,
12,4.84e+00,3.80e+00,
13,4.68e+00,3.04e+00,
14,4.80e+00,3.76e+00,
15,4.68e+00,2.92e+00,
16,4.76e+00,3.76e+00,
17,4.64e+00,2.92e+00,
18,4.60e+00,3.76e+00,
19,4.72e+00,2.88e+00,
20,4.68e+00,3.76e+00,
21,4.56e+00,3.04e+00,
22,4.64e+00,3.76e+00,
23,4.48e+00,2.88e+00,
24,4.56e+00,2.92e+00,
25,4.36e+00,3.76e+00,
26,4.48e+00,3.76e+00,
27,4.32e+00,2.72e+00,
28,4.40e+00,3.72e+00,
29,4.24e+00,2.84e+00,
30,4.28e+00,3.64e+00,
31,4.12e+00,2.76e+00,
32,4.24e+00,3.60e+00,
33,4.00e+00,2.64e+00,
34,4.08e+00,3.52e+00,
35,3.92e+00,2.60e+00,
36,3.96e+00,3.52e+00,
37,3.80e+00,2.56e+00,
38,3.92e+00,3.52e+00,
39,3.72e+00,2.52e+00,
40,3.80e+00,3.48e+00,
41,3.60e+00,2.44e+00,
42,3.64e+00,3.40e+00,
43,3.40e+00,2.20e+00,
44,3.52e+00,3.36e+00,
45,3.28e+00,2.12e+00,
46,3.40e+00,3.28e+00,
47,3.20e+00,2.04e+00,
48,3.24e+00,2.00e+00,
49,3.04e+00,3.24e+00,
50,3.16e+00,3.20e+00,
51,2.88e+00,1.88e+00,
52,2.96e+00,3.12e+00,
53,2.76e+00,1.76e+00,
54,2.84e+00,3.04e+00,
55,2.64e+00,1.76e+00,
56,2.72e+00,3.04e+00,
57,2.52e+00,1.72e+00,
58,2.56e+00,1.48e+00,
59,2.32e+00,2.92e+00,
60,2.44e+00,2.80e+00,
61,2.16e+00,1.40e+00,
62,2.32e+00,2.68e+00,
63,2.12e+00,1.28e+00,
64,2.12e+00,1.20e+00,
65,1.92e+00,2.64e+00,
66,2.00e+00,1.12e+00,
67,1.80e+00,2.52e+00,
68,1.88e+00,2.40e+00,
69,1.68e+00,1.00e+00,
70,1.76e+00,2.36e+00,
